index,original_reference_recovery,verified_reference_recovery,original_top1_correct,archive
405,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/405/aam.json.gz
406,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/406/aam.json.gz
407,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/407/aam.json.gz
408,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/408/aam.json.gz
409,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/409/aam.json.gz
410,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/410/aam.json.gz
411,not_recovered,not_recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/411/aam.json.gz
412,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/412/aam.json.gz
413,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/413/aam.json.gz
414,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/414/aam.json.gz
415,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/415/aam.json.gz
416,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/416/aam.json.gz
417,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/417/aam.json.gz
418,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/418/aam.json.gz
419,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/419/aam.json.gz
420,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/420/aam.json.gz
421,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/421/aam.json.gz
422,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/422/aam.json.gz
423,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/423/aam.json.gz
424,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/424/aam.json.gz
425,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/425/aam.json.gz
426,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/426/aam.json.gz
427,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/427/aam.json.gz
428,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/428/aam.json.gz
429,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/429/aam.json.gz
430,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/430/aam.json.gz
431,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/431/aam.json.gz
432,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/432/aam.json.gz
433,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/433/aam.json.gz
434,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/434/aam.json.gz
435,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/435/aam.json.gz
436,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/436/aam.json.gz
437,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/437/aam.json.gz
438,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/438/aam.json.gz
439,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/439/aam.json.gz
440,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/440/aam.json.gz
441,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/441/aam.json.gz
442,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/442/aam.json.gz
443,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/443/aam.json.gz
444,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/444/aam.json.gz
445,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/445/aam.json.gz
446,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/446/aam.json.gz
447,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/447/aam.json.gz
448,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/448/aam.json.gz
449,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/449/aam.json.gz
450,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/450/aam.json.gz
451,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/451/aam.json.gz
452,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/452/aam.json.gz
453,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/453/aam.json.gz
454,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/454/aam.json.gz
455,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/455/aam.json.gz
456,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/456/aam.json.gz
457,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/457/aam.json.gz
458,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/458/aam.json.gz
459,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/459/aam.json.gz
460,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/460/aam.json.gz
461,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/461/aam.json.gz
462,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/462/aam.json.gz
463,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/463/aam.json.gz
464,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/464/aam.json.gz
465,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/465/aam.json.gz
466,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/466/aam.json.gz
467,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/467/aam.json.gz
468,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/468/aam.json.gz
469,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/469/aam.json.gz
470,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/470/aam.json.gz
471,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/471/aam.json.gz
472,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/472/aam.json.gz
473,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/473/aam.json.gz
474,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/474/aam.json.gz
475,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/475/aam.json.gz
476,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/476/aam.json.gz
477,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/477/aam.json.gz
478,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/478/aam.json.gz
479,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/479/aam.json.gz
480,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/480/aam.json.gz
481,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/481/aam.json.gz
482,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/482/aam.json.gz
483,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/483/aam.json.gz
484,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/484/aam.json.gz
485,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/485/aam.json.gz
486,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/486/aam.json.gz
487,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/487/aam.json.gz
488,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/488/aam.json.gz
489,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/489/aam.json.gz
490,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/490/aam.json.gz
491,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/491/aam.json.gz
492,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/492/aam.json.gz
493,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/493/aam.json.gz
494,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/494/aam.json.gz
495,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/495/aam.json.gz
496,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/496/aam.json.gz
497,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/497/aam.json.gz
498,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/498/aam.json.gz
499,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/499/aam.json.gz
500,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/500/aam.json.gz
501,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/501/aam.json.gz
502,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/502/aam.json.gz
503,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/503/aam.json.gz
504,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/504/aam.json.gz
505,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/505/aam.json.gz
506,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/506/aam.json.gz
507,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/507/aam.json.gz
508,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/508/aam.json.gz
509,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/509/aam.json.gz
510,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/510/aam.json.gz
511,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/511/aam.json.gz
512,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/512/aam.json.gz
513,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/513/aam.json.gz
514,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/514/aam.json.gz
515,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/515/aam.json.gz
516,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/516/aam.json.gz
517,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/517/aam.json.gz
518,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/518/aam.json.gz
519,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/519/aam.json.gz
520,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/520/aam.json.gz
521,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/521/aam.json.gz
522,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/522/aam.json.gz
523,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/523/aam.json.gz
524,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/524/aam.json.gz
525,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/525/aam.json.gz
526,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/526/aam.json.gz
527,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/527/aam.json.gz
528,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/528/aam.json.gz
529,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/529/aam.json.gz
530,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/530/aam.json.gz
531,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/531/aam.json.gz
532,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/532/aam.json.gz
533,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/533/aam.json.gz
534,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/534/aam.json.gz
535,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/535/aam.json.gz
536,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/536/aam.json.gz
537,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/537/aam.json.gz
538,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/538/aam.json.gz
539,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/539/aam.json.gz
540,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/540/aam.json.gz
541,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/541/aam.json.gz
542,not_recovered,not_recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/542/aam.json.gz
543,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/543/aam.json.gz
544,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/544/aam.json.gz
545,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/545/aam.json.gz
546,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/546/aam.json.gz
547,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/547/aam.json.gz
548,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/548/aam.json.gz
549,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/549/aam.json.gz
550,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/550/aam.json.gz
551,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/551/aam.json.gz
552,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/552/aam.json.gz
553,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/553/aam.json.gz
554,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/554/aam.json.gz
555,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/555/aam.json.gz
556,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/556/aam.json.gz
557,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/557/aam.json.gz
558,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/558/aam.json.gz
559,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/559/aam.json.gz
560,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/560/aam.json.gz
561,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/561/aam.json.gz
562,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/562/aam.json.gz
563,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/563/aam.json.gz
564,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/564/aam.json.gz
565,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/565/aam.json.gz
566,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/566/aam.json.gz
567,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/567/aam.json.gz
568,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/568/aam.json.gz
569,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/569/aam.json.gz
570,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/570/aam.json.gz
571,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/571/aam.json.gz
572,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/572/aam.json.gz
573,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/573/aam.json.gz
574,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/574/aam.json.gz
575,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/575/aam.json.gz
576,not_recovered,not_recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/576/aam.json.gz
577,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/577/aam.json.gz
578,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/578/aam.json.gz
579,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/579/aam.json.gz
580,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/580/aam.json.gz
581,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/581/aam.json.gz
582,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/582/aam.json.gz
583,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/583/aam.json.gz
584,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/584/aam.json.gz
585,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/585/aam.json.gz
586,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/586/aam.json.gz
587,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/587/aam.json.gz
588,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/588/aam.json.gz
589,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/589/aam.json.gz
590,not_recovered,not_recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/590/aam.json.gz
591,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/591/aam.json.gz
592,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/592/aam.json.gz
593,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/593/aam.json.gz
594,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/594/aam.json.gz
595,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/595/aam.json.gz
596,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/596/aam.json.gz
597,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/597/aam.json.gz
598,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/598/aam.json.gz
599,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/599/aam.json.gz
600,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/600/aam.json.gz
601,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/601/aam.json.gz
602,not_recovered,not_recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/602/aam.json.gz
603,not_recovered,not_recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/603/aam.json.gz
604,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/604/aam.json.gz
605,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/605/aam.json.gz
606,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/606/aam.json.gz
607,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/607/aam.json.gz
608,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/608/aam.json.gz
609,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/609/aam.json.gz
610,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/610/aam.json.gz
611,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/611/aam.json.gz
612,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/612/aam.json.gz
613,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/613/aam.json.gz
614,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/614/aam.json.gz
615,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/615/aam.json.gz
616,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/616/aam.json.gz
617,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/617/aam.json.gz
618,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/618/aam.json.gz
619,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/619/aam.json.gz
620,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/620/aam.json.gz
621,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/621/aam.json.gz
622,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_completion_20260906/622/aam.json.gz
623,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/623/aam.json.gz
624,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/624/aam.json.gz
625,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/625/aam.json.gz
626,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/626/aam.json.gz
627,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/627/aam.json.gz
628,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/628/aam.json.gz
629,recovered,recovered,False,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/629/aam.json.gz
630,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/630/aam.json.gz
631,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/631/aam.json.gz
632,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/632/aam.json.gz
633,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/633/aam.json.gz
634,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/634/aam.json.gz
635,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/635/aam.json.gz
636,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/636/aam.json.gz
637,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/637/aam.json.gz
638,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/638/aam.json.gz
639,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/639/aam.json.gz
640,recovered,recovered,True,/project/yunhengzou/coordinate_alignment/aam_benchmarks/golden_full_20260906/640/aam.json.gz
